batch,requestIndex,concurrency,latencyMs,outcome,exceptionType,batchElapsedMs
44,0,8,26.763,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,1,8,27.694,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,2,8,26.712,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,3,8,24.896,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,4,8,27.598,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,5,8,28.518,SUCCESS,,28.658
44,6,8,25.648,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
44,7,8,27.539,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.658
45,0,8,25.542,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,1,8,29.965,SUCCESS,,30.044
45,2,8,25.532,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,3,8,25.435,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,4,8,26.491,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,5,8,25.410,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,6,8,25.336,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
45,7,8,26.435,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.044
46,0,8,26.029,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,1,8,26.720,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,2,8,26.038,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,3,8,26.013,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,4,8,25.951,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,5,8,26.809,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,6,8,26.730,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.811
46,7,8,28.640,SUCCESS,,28.811
47,0,8,27.096,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,1,8,27.133,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,2,8,26.805,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,3,8,26.795,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,4,8,28.502,SUCCESS,,28.641
47,5,8,26.937,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,6,8,24.955,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
47,7,8,26.977,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,28.641
48,0,8,32.596,SUCCESS,,32.661
48,1,8,32.226,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,2,8,32.249,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,3,8,32.209,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,4,8,32.037,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,5,8,32.011,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,6,8,32.008,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
48,7,8,32.019,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,32.661
49,0,8,28.538,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,1,8,25.813,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,2,8,25.706,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,3,8,25.668,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,4,8,25.641,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,5,8,30.446,SUCCESS,,30.563
49,6,8,25.605,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
49,7,8,26.571,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,30.563
50,0,8,20.525,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,1,8,20.240,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,2,8,20.514,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,3,8,20.500,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,4,8,19.154,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,5,8,21.840,SUCCESS,,22.069
50,6,8,20.498,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
50,7,8,20.370,CONCURRENCY_DB_FAILURE,CannotAcquireLockException,22.069
