batch,requestIndex,concurrency,latencyMs,outcome,exceptionType,attemptsUsed,retryCount,conflictCount,exhausted,batchElapsedMs
35,7,8,27.232,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.214
36,0,8,30.897,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,1,8,30.977,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,2,8,30.881,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,3,8,29.885,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,4,8,31.579,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,5,8,31.459,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,6,8,29.801,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,35.810
36,7,8,35.517,SUCCESS,,1,0,0,false,35.810
37,0,8,35.273,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,1,8,35.319,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,2,8,35.238,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,3,8,35.244,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,4,8,35.326,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,5,8,35.234,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
37,6,8,40.655,SUCCESS,,1,0,0,false,40.856
37,7,8,35.538,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.856
38,0,8,29.063,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,1,8,34.502,SUCCESS,,1,0,0,false,34.560
38,2,8,28.907,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,3,8,28.987,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,4,8,28.978,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,5,8,29.010,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,6,8,28.843,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
38,7,8,28.813,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,34.560
39,0,8,35.939,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,1,8,35.697,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,2,8,35.724,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,3,8,34.977,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,4,8,35.958,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,5,8,35.005,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,6,8,35.742,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,41.374
39,7,8,41.090,SUCCESS,,1,0,0,false,41.374
40,0,8,25.734,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,1,8,25.789,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,2,8,26.452,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,3,8,26.471,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,4,8,25.827,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,5,8,26.393,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
40,6,8,30.758,SUCCESS,,1,0,0,false,30.865
40,7,8,26.380,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,30.865
41,0,8,34.938,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,1,8,34.896,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,2,8,34.882,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,3,8,34.029,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,4,8,34.037,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,5,8,34.962,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,6,8,34.801,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,40.383
41,7,8,40.207,SUCCESS,,1,0,0,false,40.383
42,0,8,27.433,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,1,8,27.627,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,2,8,28.395,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,3,8,28.378,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,4,8,28.393,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,5,8,33.439,SUCCESS,,1,0,0,false,33.549
42,6,8,28.282,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
42,7,8,28.269,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.549
43,0,8,31.179,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,1,8,31.815,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,2,8,31.830,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,3,8,37.138,SUCCESS,,1,0,0,false,37.206
43,4,8,31.590,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,5,8,31.686,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,6,8,32.416,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
43,7,8,32.208,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,37.206
44,0,8,28.036,SUCCESS,,1,0,0,false,28.075
44,1,8,22.696,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,2,8,23.167,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,3,8,23.150,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,4,8,22.122,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,5,8,22.613,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,6,8,23.048,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
44,7,8,21.982,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,28.075
45,0,8,27.387,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,1,8,27.331,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,2,8,27.306,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,3,8,27.266,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,4,8,27.288,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,5,8,27.224,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,6,8,27.576,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.639
45,7,8,33.415,SUCCESS,,1,0,0,false,33.639
46,0,8,31.387,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,1,8,31.297,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,2,8,31.409,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,3,8,31.967,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,4,8,36.702,SUCCESS,,1,0,0,false,36.820
46,5,8,31.326,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,6,8,31.341,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
46,7,8,31.330,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,36.820
47,0,8,28.338,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,1,8,29.152,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,2,8,27.634,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,3,8,33.079,SUCCESS,,1,0,0,false,33.170
47,4,8,29.074,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,5,8,27.530,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,6,8,29.010,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
47,7,8,27.456,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.170
48,0,8,27.713,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,1,8,28.225,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,2,8,27.012,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,3,8,32.359,SUCCESS,,1,0,0,false,32.523
48,4,8,27.995,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,5,8,27.495,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,6,8,26.979,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
48,7,8,27.444,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,32.523
49,0,8,25.698,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,1,8,25.645,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,2,8,25.696,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,3,8,25.722,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,4,8,25.660,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,5,8,25.687,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,6,8,25.713,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,39.060
49,7,8,38.897,SUCCESS,,1,0,0,false,39.060
50,0,8,30.754,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,1,8,33.238,SUCCESS,,1,0,0,false,33.276
50,2,8,30.724,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,3,8,30.088,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,4,8,30.731,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,5,8,30.707,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,6,8,30.634,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
50,7,8,30.637,UNEXPECTED_DB_FAILURE,CannotAcquireLockException,1,0,0,false,33.276
